Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Urshifu (Rapid Strike),64.1,892,fighting,water,76.9,55.7,69,295761,5,478,Counter,Aqua Jet,Brick Break,7,7,20,100000
Carvanha,63.9,318,water,dark,100.5,30.5,81,248018,18.5,499,Bite,Aqua Jet,Poison Fang,20,20,3,50000
Hariyama,63.9,297,fighting,none,73.8,43.3,106,338502,6.5,499,Bullet Punch,Close Combat,Dynamic Punch,7,7,3,50000
Hoppip,63.9,187,grass,flying,55.3,83.3,98,451719,38,500,Bullet Seed,Grass Knot,Seed Bomb,4,4,3,50000
Drilbur (Shadow),63.8,529,ground,none,78.5,48.6,83,316768,13.5,500,Mud Slap,Dig,Drill Run,5,5,3,50000
Larvitar (Shadow),63.8,246,rock,ground,68.9,62.1,85,363671,18.5,500,Bite,Ancient Power,Crunch,23,23,5,75000
Medicham,63.8,308,fighting,psychic,61.4,80.5,82,405019,13.5,499,Counter,Dynamic Punch,Ice Punch,8,7,3,50000
Raticate (Shadow),63.8,20,normal,none,73.1,67.8,69,342013,11,500,Bite,Dig,Frustration,25,35,1,10000
Sewaddle,63.8,540,bug,grass,59.7,81.8,85,415595,20,499,Bug Bite,Seed Bomb,Silver Wind,14,15,1,10000
Vigoroth (Shadow),63.8,288,normal,none,67.4,65.4,84,370350,9.5,500,Counter,Body Slam,Brick Break,6,7,5,75000
Centiskorch,63.6,851,fire,bug,75.1,56,79,332533,6.5,500,Bug Bite,Bug Buzz,Crunch,20,15,5,75000
Drowzee (Shadow),63.6,96,psychic,none,54.2,86.8,98,460423,19,500,Confusion,Frustration,Psybeam,5,5,3,50000
Heatmor,63.6,631,fire,none,78,53.3,77,320221,8,500,Fire Spin,Flamethrower,Power-Up Punch,6,4,3,50000
Hypno (Shadow),63.6,97,psychic,none,59.5,82.7,85,418558,9,499,Confusion,Fire Punch,Focus Blast,3,6,3,50000
Lickilicky,63.6,463,normal,none,61.3,71,93,404707,7.5,498,Lick,Body Slam,Earthquake,12,22,3,50000
Misdreavus (Shadow),63.6,200,ghost,none,72.2,68.4,70,346149,10,500,Astonish,Dark Pulse,Frustration,5,7,3,50000
Primeape,63.6,57,fighting,none,81.1,57.4,66,307112,8,499,Counter,Close Combat,Cross Chop,8,6,3,50000
Gholdengo,63.5,1000,steel,ghost,78.4,61.5,66,318116,5.5,500,Astonish,Dazzling Gleam,Focus Blast,6,8,5,10000
Grubbin,63.5,736,bug,none,69.9,58.5,87,356010,20,499,Bug Bite,Crunch,Vise Grip,15,14,1,10000
Patrat,63.5,504,normal,none,67.4,58.2,93,364970,24.5,498,Bite,Dig,Grass Knot,25,25,1,10000
Rhyperior,63.5,464,ground,rock,74,59.2,77,337447,5,500,Mud Slap,Breaking Swipe,Earthquake,5,7,3,50000
Croagunk,63.3,453,poison,fighting,72.3,53.8,89,345898,20,500,Mud Shot,Brick Break,Low Sweep,5,5,3,50000
Venusaur,63.3,3,grass,poison,70.9,70.9,70,351779,7,500,Razor Leaf,Frenzy Plant,Petal Blizzard,12,17,3,10000
Watchog (Shadow),63.3,505,normal,none,73.2,66.7,70,341455,10.5,500,Bite,Crunch,Frustration,23,35,1,10000
Bergmite,63.2,712,ice,none,64.7,71.1,84,385989,16,500,Bite,Crunch,Icy Wind,23,23,3,50000
Butterfree,63.2,12,bug,flying,74,62.3,73,336907,10.5,499,Bug Bite,Bug Buzz,Psychic,20,19,1,10000
Dusknoir (Shadow),63.2,477,ghost,none,69,98.7,53,361125,8,500,Astonish,Dark Pulse,Dynamic Punch,5,5,3,50000
Hippowdon,63.2,450,ground,none,68.1,66.1,81,364699,6,498,Bite,Body Slam,Earthquake,18,33,3,50000
Crobat,63,169,poison,flying,70.5,67.4,74,351820,7,499,Air Slash,Air Cutter,Cross Poison,4,4,1,10000
Magby,63,240,fire,none,78.8,57.5,70,317274,14.5,500,Karate Chop,Fire Punch,Brick Break,5,5,5,10000
Mankey,63,56,fighting,none,82.3,51.3,72,303937,16,500,Karate Chop,Brick Break,Cross Chop,5,4,3,50000
Swanna (Shadow),63,581,water,flying,74.3,57.9,78,335858,9,500,Air Slash,Bubble Beam,Fly,5,5,3,50000
Zygarde (50% Forme),63,718,dragon,ground,65.8,75.3,76,376524,5.5,498,Bite,Bulldoze,Crunch,23,23,20,100000
Chespin,62.9,650,grass,none,64.3,66.5,91,388908,17.5,500,Vine Whip,Seed Bomb,Body Slam,5,5,3,10000
Ivysaur,62.9,2,grass,poison,68.7,70,75,360635,11,498,Razor Leaf,Power Whip,Sludge Bomb,13,13,3,10000
Pupitar (Shadow),62.9,247,rock,ground,69.7,64.1,80,357278,10.5,499,Bite,Ancient Power,Crunch,23,23,5,75000
Drilbur,62.7,529,ground,none,78.5,48.6,83,316768,13.5,500,Mud Slap,Dig,Drill Run,5,5,3,50000
Loudred,62.7,294,normal,none,70.2,48.3,105,356220,14.5,500,Bite,Disarming Voice,Flamethrower,23,28,1,10000
Phantump,62.7,708,ghost,grass,71.1,65,76,350963,17,499,Astonish,Shadow Ball,Seed Bomb,6,4,5,75000
Croagunk (Shadow),62.6,453,poison,fighting,72.3,53.8,89,345898,20,500,Mud Shot,Brick Break,Frustration,5,9,3,50000
Diggersby,62.6,660,normal,ground,55.9,80.9,99,447640,13,500,Mud Shot,Dig,Earthquake,7,9,1,10000
Drowzee,62.6,96,psychic,none,54.2,86.8,98,460423,19,500,Confusion,Psybeam,Psychic,5,4,3,50000
Furfrou,62.6,676,normal,none,67.1,71.9,77,371751,9,499,Bite,Dark Pulse,Grass Knot,25,25,5,75000
Glalie (Shadow),62.6,362,ice,none,66.3,69.9,81,375674,9,500,Frost Breath,Avalanche,Frustration,9,14,3,50000
Pikipek,62.6,731,normal,flying,85.7,44.1,77,290856,21,499,Peck,Aerial Ace,Drill Peck,6,5,1,10000
Seedot,62.6,273,grass,none,58.2,71.4,103,428038,37.5,499,Bullet Seed,Grass Knot,Foul Play,4,4,3,50000
Snivy (Shadow),62.6,495,grass,none,58.9,78.2,91,419213,23,498,Vine Whip,Seed Bomb,Wrap,5,6,3,10000
Bellossom,62.4,182,grass,none,67.1,77.1,72,372376,8.5,500,Acid,Dazzling Gleam,Leaf Blade,7,5,3,50000
Charmeleon,62.4,5,fire,none,73.8,63.9,72,339665,11.5,500,Ember,Fire Punch,Flamethrower,5,7,3,10000
Lampent (Shadow),62.4,608,ghost,fire,77.1,57.6,73,324215,11,500,Astonish,Energy Ball,Flame Burst,6,6,5,75000
Oddish,62.4,43,grass,poison,71.1,67.9,73,352076,16,500,Razor Leaf,Sludge Bomb,Seed Bomb,13,10,3,50000
Pikipek (Shadow),62.3,731,normal,flying,85.7,44.1,77,290856,21,499,Peck,Aerial Ace,Drill Peck,6,5,1,10000
Cofagrigus,62.1,563,ghost,none,64.7,96.1,62,385754,8.5,499,Astonish,Dark Pulse,Psychic,5,6,3,50000
Lombre,62.1,271,water,grass,62,71.6,90,399451,16,499,Bubble,Bubble Beam,Grass Knot,4,5,3,50000
Quaquaval,62.1,914,water,fighting,80.5,56.7,68,310348,6.5,500,Water Gun,Aerial Ace,Aqua Jet,15,14,3,10000
Shiinotic,62.1,756,grass,fairy,67.2,77.3,71,368774,10,500,Astonish,Moonblast,Seed Bomb,6,4,3,50000
Amaura (Shadow),62,698,rock,ice,64,62,98,388644,14,499,Frost Breath,Ancient Power,Aurora Beam,9,12,5,75000
Arcanine,62,59,fire,none,77.5,57,73,322572,6.5,500,Bite,Bulldoze,Crunch,23,23,3,50000
Golurk,62,623,ground,ghost,77.5,56.7,73,320674,6.5,498,Astonish,Dynamic Punch,Earth Power,5,6,5,75000
Misdreavus,62,200,ghost,none,72.2,68.4,70,346149,10,500,Astonish,Dark Pulse,Ominous Wind,5,5,3,50000
Raboot,62,814,fire,none,75.3,58,76,332121,10.5,500,Fire Spin,Flamethrower,Flame Charge,6,5,3,10000
Vibrava (Shadow),62,329,ground,dragon,72.6,59.4,79,340770,15.5,500,Dragon Breath,Bug Buzz,Bulldoze,15,12,5,75000
Dunsparce,61.8,206,normal,none,61.2,63,106,408287,11.5,500,Astonish,Dig,Drill Run,5,5,3,50000
Floatzel,61.8,419,water,none,83,46.8,77,298834,7.5,498,Waterfall,Aqua Jet,Hydro Pump,5,10,3,50000
Skeledirge,61.8,911,fire,ghost,70.8,63.1,79,352623,6.5,500,Bite,Blast Burn,Crunch,25,23,3,10000
Talonflame,61.8,663,fire,flying,69.8,65.9,77,353967,8.5,499,Fire Spin,Brave Bird,Fire Blast,6,8,1,10000
Toedscool,61.8,948,ground,grass,58.8,94.9,76,424214,19,500,Mud Shot,Earth Power,Seed Bomb,7,5,3,50000
Walrein,61.8,365,ice,water,65.3,66,89,383595,7,500,Frost Breath,Blizzard,Earthquake,15,13,3,50000
Amoonguss (Shadow),61.7,591,grass,poison,63.5,60.7,102,393569,9,500,Astonish,Foul Play,Frustration,4,7,3,50000
Arctibax,61.7,997,dragon,ice,70.7,57.1,87,351567,9,500,Dragon Breath,Avalanche,Dragon Claw,12,13,5,75000
Purrloin (Shadow),61.7,509,dark,none,68.8,59.4,89,363532,25.5,500,Scratch,Dark Pulse,Frustration,25,35,1,10000
Aerodactyl,61.5,142,rock,flying,78.6,56.9,71,317547,7,500,Bite,Ancient Power,Earth Power,23,28,5,75000
Baltoy (Shadow),61.5,343,ground,psychic,54.6,93.8,89,455994,25.5,499,Confusion,Dig,Frustration,4,5,3,50000
Ekans,61.5,23,poison,none,69.6,67.7,76,358086,20.5,499,Acid,Gunk Shot,Poison Fang,10,5,3,50000
Hoppip (Shadow),61.5,187,grass,flying,55.3,83.3,98,451719,38,500,Bullet Seed,Grass Knot,Seed Bomb,4,4,3,50000
Larvitar,61.5,246,rock,ground,68.9,62.1,85,363671,18.5,500,Bite,Ancient Power,Crunch,23,23,5,75000
Lairon (Shadow),61.4,305,steel,rock,66.6,84.3,67,376215,9.5,500,Iron Tail,Body Slam,Frustration,5,10,1,10000
Numel (Shadow),61.4,322,fire,ground,70.3,53.3,95,355683,18,500,Ember,Stomp,Bulldoze,5,5,3,50000
Salandit,61.4,757,poison,fire,77.1,51.8,81,323383,17,500,Poison Jab,Poison Fang,Flamethrower,6,8,3,50000
Tentacruel,61.4,73,water,poison,63.8,82.9,74,391454,8,500,Acid,Acid Spray,Blizzard,6,10,3,50000
Vibrava,61.4,329,ground,dragon,72.6,59.4,79,340770,15.5,500,Dragon Breath,Bug Buzz,Bulldoze,15,12,5,75000
Heracross,61.2,214,bug,fighting,78.3,62.3,65,317214,6,499,Counter,Close Combat,Earthquake,8,11,3,50000
Hitmontop,61.2,237,fighting,none,70.7,87.5,57,352754,9,500,Counter,Close Combat,Gyro Ball,8,9,5,75000
Pachirisu,61.2,417,electric,none,52.4,99.9,90,470944,16,497,Spark,Hyper Fang,Thunder,8,9,5,75000
Swanna,61.2,581,water,flying,74.3,57.9,78,335858,9,500,Air Slash,Bubble Beam,Fly,5,5,3,50000
Venusaur (Mega),61.2,3,grass,poison,74.3,75.8,59,332106,5,497,Razor Leaf,Frenzy Plant,Petal Blizzard,12,17,3,10000
Bagon (Shadow),60.9,371,dragon,none,74.9,57.5,77,331660,16.5,500,Bite,Crunch,Flamethrower,23,28,5,75000
Luxio (Shadow),60.9,404,electric,none,77,52,80,320017,12.5,497,Bite,Crunch,Frustration,23,35,5,75000
Mienshao,60.9,620,fighting,none,91.5,48.9,61,272860,7,500,Force Palm,Blaze Kick,Brick Break,4,4,3,50000
Turtwig,60.9,387,grass,none,65.7,66.8,86,377548,16,498,Razor Leaf,Body Slam,Seed Bomb,9,10,3,10000
Feraligatr,60.8,160,water,none,71.8,68.1,71,347065,6.5,499,Bite,Crunch,Hydro Cannon,23,20,3,10000
Moltres,60.8,146,fire,flying,79.6,58.8,67,313296,5.5,500,Fire Spin,Ancient Power,Fire Blast,5,8,20,100000
Pelipper,60.8,279,water,flying,71.5,73.9,66,348938,9,500,Water Gun,Blizzard,Hurricane,25,22,3,50000
Scolipede,60.8,545,bug,poison,76.8,68.9,61,322800,7.5,499,Bug Bite,Gyro Ball,Megahorn,17,19,1,10000
Swadloon,60.8,541,bug,grass,59.5,87.5,80,416264,14,499,Bug Bite,Bug Buzz,Energy Ball,20,19,1,10000
Swampert,60.8,260,water,ground,71.1,61.7,80,351145,6.5,500,Mud Shot,Earthquake,Hydro Cannon,9,5,3,10000
Torracat,60.8,726,fire,none,78.9,51.4,78,316221,11,500,Bite,Crunch,Flamethrower,23,28,3,10000
Tyranitar (Mega),60.6,248,rock,dark,76.6,68.8,56,295498,3.5,478,Bite,Brutal Swing,Crunch,18,23,5,75000
Urshifu (Single Strike),60.6,892,fighting,dark,76.9,55.7,69,295761,5,478,Counter,Brick Break,Close Combat,7,8,20,100000
Yanmega,60.6,469,bug,flying,78.8,57.4,70,316523,6.5,499,Bug Bite,Aerial Ace,Ancient Power,15,15,3,50000
Chatot,60.5,441,normal,flying,81.4,45.5,83,307081,10.5,500,Peck,Heat Wave,Night Shade,10,6,5,75000
Pidgeotto (Shadow),60.5,17,normal,flying,64.7,63.6,93,382361,16,498,Steel Wing,Aerial Ace,Air Cutter,9,7,1,10000
Simisear,60.5,514,fire,none,79.2,55.5,72,316581,8,500,Bite,Crunch,Fire Blast,23,40,3,50000
Infernape,60.3,392,fire,fighting,79.3,57.6,69,315166,7,500,Fire Spin,Blast Burn,Close Combat,5,5,3,10000
Marshtomp,60.3,259,water,ground,69.7,64.1,80,357278,10.5,500,Mud Shot,Mud Bomb,Sludge,5,5,3,10000
Oricorio (Baile),60.3,741,fire,flying,75.8,59.7,73,330126,8,500,Air Slash,Aerial Ace,Air Cutter,5,4,3,75000
Poliwhirl (Shadow),60.3,61,water,none,65.8,67.7,85,378713,13.5,500,Bubble,Bubble Beam,Frustration,4,7,3,50000
Togekiss,60.3,468,fairy,flying,73.5,71,65,339015,5.5,499,Air Slash,Aerial Ace,Ancient Power,5,5,3,50000
Volcarona,60.3,637,bug,fire,82,60,62,305062,5.5,500,Bug Bite,Bug Buzz,Hurricane,20,22,5,75000
Grotle (Shadow),60.2,388,grass,none,68,66.3,81,365480,10,500,Bite,Body Slam,Energy Ball,18,28,3,10000
Lampent,60.2,608,ghost,fire,77.1,57.6,73,324215,11,500,Astonish,Energy Ball,Flame Burst,6,6,5,75000
Regice,60.2,378,ice,none,61.3,103.4,64,405804,6,499,Frost Breath,Blizzard,Earthquake,15,13,20,100000
Skarmory,60.2,227,steel,flying,60.7,95.1,71,410071,9,499,Air Slash,Brave Bird,Flash Cannon,7,8,5,75000
Sneasel (Hisuian) (Shadow),60.2,215,fighting,poison,77.9,63.9,64,318797,9,499,Poison Jab,Aerial Ace,Close Combat,7,7,3,50000
Steelix (Mega),60.2,208,steel,ground,65.9,99.3,56,366255,5,495,Dragon Tail,Breaking Swipe,Crunch,5,4,5,75000
Tauros (Aqua),60.2,128,fighting,water,74.1,69.8,65,336211,6.5,499,Double Kick,Aqua Jet,Earthquake,4,6,3,50000
Dusknoir,60,477,ghost,none,69,98.7,53,361125,8,500,Astonish,Dark Pulse,Dynamic Punch,5,5,3,50000
Exeggcute (Shadow),60,102,grass,psychic,60.2,75.4,91,413424,16.5,500,Confusion,Seed Bomb,Ancient Power,3,4,3,50000
Quaxwell,60,913,water,none,71.9,59.7,80,343483,10.5,499,Water Gun,Aerial Ace,Aqua Jet,15,14,3,10000
Rattata,60,19,normal,none,74.3,59,77,337437,27,500,Quick Attack,Body Slam,Dig,5,7,1,10000
Shelgon (Shadow),60,372,dragon,none,72.4,65.4,73,345402,9.5,500,Dragon Breath,Crunch,Dragon Pulse,12,14,5,75000
Thwackey,60,811,grass,none,71.4,62.1,79,350336,10,500,Razor Leaf,Energy Ball,Grass Knot,14,13,3,10000
Vespiquen,60,416,bug,flying,62.9,83.9,75,395800,9.5,499,Air Slash,Bug Buzz,Fell Stinger,7,4,3,50000
Oinkologne,59.9,916,normal,none,68.9,59.1,89,362115,7.5,500,Tackle,Body Slam,Dig,12,17,1,10000
Shuppet (Shadow),59.9,353,ghost,none,81.6,46,81,303772,18.5,497,Astonish,Frustration,Night Shade,7,5,3,50000
Sinistea,59.9,854,ghost,none,76,60.2,72,329458,16.5,500,Astonish,Dark Pulse,Psychic,5,6,3,50000
Yungoos,59.9,734,normal,none,78,44,92,315766,21.5,497,Bite,Crunch,Hyper Fang,23,25,1,10000
Articuno,59.7,144,ice,flying,66.1,80.6,70,373152,6,497,Frost Breath,Ancient Power,Blizzard,9,15,20,100000
Obstagoon,59.7,862,dark,normal,65.7,73,79,378540,7,499,Counter,Cross Chop,Gunk Shot,6,13,3,10000
Poliwag,59.7,60,water,none,68,61.5,87,363932,23.5,498,Mud Shot,Mud Bomb,Body Slam,5,5,3,50000
Rotom,59.7,479,electric,ghost,77.1,69.5,60,321690,9,499,Astonish,Ominous Wind,Thunder,5,6,5,75000
Simipour,59.7,516,water,none,79.2,55.5,72,316581,8,500,Bite,Crunch,Hydro Pump,23,38,3,50000
Slowbro (Mega),59.7,80,water,psychic,68.8,78.9,67,363862,5,500,Confusion,Drain Punch,Ice Beam,3,4,3,50000
Tranquill (Shadow),59.7,520,normal,flying,71.8,58.3,83,347197,13,500,Air Slash,Aerial Ace,Frustration,5,8,1,10000
Amaura,59.6,698,rock,ice,64,62,98,388644,14,499,Frost Breath,Ancient Power,Aurora Beam,9,12,5,75000
Baltoy,59.6,343,ground,psychic,54.6,93.8,89,455994,25.5,499,Confusion,Dig,Gyro Ball,4,4,3,50000
Blastoise (Mega),59.6,9,water,none,77.8,71.1,58,320829,5,499,Bite,Flash Cannon,Hydro Cannon,35,20,3,10000
Diancie (Mega),59.6,719,rock,fairy,90.8,63.7,38,219655,4,450,Rock Throw,Moonblast,Power Gem,12,10,20,100000
Monferno,59.6,391,fire,fighting,75.4,55.1,80,332360,12,500,Ember,Flamethrower,Flame Wheel,7,5,3,10000
Shelgon,59.6,372,dragon,none,72.4,65.4,73,345402,9.5,500,Dragon Breath,Crunch,Dragon Pulse,12,14,5,75000
Sirfetch'd,59.6,865,fighting,none,84.5,60.4,58,296035,6.5,500,Counter,Brave Bird,Close Combat,10,8,3,50000
Thievul,59.6,828,dark,none,70.3,69.1,73,354864,9,499,Quick Attack,Night Slash,Play Rough,5,8,1,10000
Pupitar,59.4,247,rock,ground,69.7,64.1,80,357278,10.5,499,Bite,Ancient Power,Crunch,23,23,5,75000
Drakloak,59.3,886,dragon,ghost,75.7,53.9,81,330415,11.5,500,Astonish,Dragon Pulse,Outrage,6,6,5,75000
Raticate,59.3,20,normal,none,73.1,67.8,69,342013,11,500,Bite,Dig,Hyper Beam,25,40,1,10000
Sneasel (Hisuian),59.3,215,fighting,poison,77.9,63.9,64,318797,9,499,Poison Jab,Aerial Ace,Close Combat,7,7,3,50000
Avalugg,59.1,713,ice,none,64.5,81.2,74,387968,6,500,Bite,Avalanche,Body Slam,23,18,3,50000
Cinderace,59.1,815,fire,none,81.2,58.4,65,307979,6.5,500,Fire Spin,Flamethrower,Flame Charge,6,5,3,10000
Cresselia,59.1,488,psychic,none,54,90.9,92,451675,6.5,494,Confusion,Aurora Beam,Future Sight,5,5,20,100000
Croconaw,59.1,159,water,none,68.2,69.6,77,365535,11,499,Scratch,Crunch,Ice Punch,23,20,3,10000
Darmanitan (Galarian),59.1,555,ice,none,87,41.4,79,284730,6,499,Ice Fang,Avalanche,Ice Punch,8,7,3,50000
Grookey,59.1,810,grass,none,70.4,59.2,84,350361,17.5,499,Razor Leaf,Grass Knot,Energy Ball,13,14,3,10000
Magmortar,59.1,467,fire,none,81.6,60,62,303609,6,500,Fire Spin,Brick Break,Fire Blast,4,8,5,75000
Bagon,59,371,dragon,none,74.9,57.5,77,331660,16.5,500,Bite,Crunch,Flamethrower,23,28,5,75000
Frigibax,59,996,dragon,ice,72.4,51.7,92,344793,15,500,Dragon Breath,Avalanche,Dragon Claw,12,13,5,75000
Glalie,59,362,ice,none,66.3,69.9,81,375674,9,500,Frost Breath,Avalanche,Gyro Ball,9,10,3,50000
Lurantis,59,754,grass,none,73.5,69,67,340218,8,500,Fury Cutter,Leaf Blade,Leaf Storm,9,14,3,50000
Mamoswine,59,473,ice,ground,80.6,48.5,79,308692,6,499,Mud Slap,Ancient Power,Avalanche,5,5,3,50000
Metagross,59,376,steel,psychic,77.2,70.5,59,321280,5,500,Bullet Punch,Earthquake,Flash Cannon,10,10,5,75000
Claydol (Shadow),58.8,344,ground,psychic,60,99.9,69,413905,9.5,500,Confusion,Earthquake,Earth Power,5,4,3,50000
Luxio,58.8,404,electric,none,77.6,52.5,79,321666,13,500,Bite,Crunch,Thunderbolt,23,28,5,75000
Rillaboom,58.8,812,grass,none,78,55.2,74,318870,6,500,Razor Leaf,Earth Power,Energy Ball,14,14,3,10000
Watchog,58.8,505,normal,none,73.2,66.7,70,341455,10.5,500,Bite,Crunch,Grass Knot,23,25,1,10000
Wormadam (Plant),58.8,413,bug,grass,64.1,83.6,73,390814,10.5,500,Bug Bite,Bug Buzz,Energy Ball,20,19,1,10000
Aurorus,58.7,699,rock,ice,66.4,58.7,97,377585,7,500,Frost Breath,Ancient Power,Blizzard,9,15,5,75000
Golisopod,58.7,768,bug,water,71.9,77.4,62,345067,6,500,Fury Cutter,Aerial Ace,Aqua Jet,12,10,1,10000
Honchkrow,58.7,430,dark,flying,86.6,41.2,81,289067,7,500,Peck,Brave Bird,Dark Pulse,7,7,3,50000
Pidgeotto,58.7,17,normal,flying,64.7,63.6,93,382361,16,498,Steel Wing,Aerial Ace,Air Cutter,9,7,1,10000
Poliwrath,58.7,62,water,fighting,67.4,71.4,77,370668,7.5,500,Bubble,Dynamic Punch,Hydro Pump,5,7,3,50000
Rampardos,58.7,409,rock,none,96,37.6,72,259679,6,500,Smack Down,Flamethrower,Outrage,7,8,5,75000
Salamence (Mega),58.7,373,dragon,flying,80.3,65.7,59,311347,4,500,Bite,Brutal Swing,Crunch,18,23,5,75000
Armaldo,58.5,348,rock,bug,78.2,63.1,65,320383,6.5,500,Fury Cutter,Cross Poison,Liquidation,9,12,3,50000
Gumshoos,58.5,735,normal,none,77.1,49.6,84,321435,8.5,500,Bite,Crunch,Hyper Fang,23,25,1,10000
Prinplup (Shadow),58.5,394,water,none,68.7,67.8,78,363192,11,500,Bubble,Bubble Beam,Frustration,4,7,3,10000
Oricorio (Pom-Pom),58.4,741,electric,flying,75.8,59.7,73,330126,8,500,Air Slash,Aerial Ace,Air Cutter,5,4,3,75000
Salamence,58.4,373,dragon,flying,84.2,52.8,67,297912,5,500,Bite,Brutal Swing,Crunch,18,23,5,75000
Lairon,58.2,305,steel,rock,66.6,84.3,67,376215,9.5,500,Iron Tail,Body Slam,Heavy Slam,5,8,1,10000
Liepard (Shadow),58.2,510,dark,none,81.5,50.7,74,305931,10,500,Charm,Dark Pulse,Frustration,7,9,1,10000
Pansage,58.2,511,grass,none,65.1,65.1,90,381615,20,499,Vine Whip,Crunch,Seed Bomb,6,5,3,50000
Tentacruel (Shadow),58.2,73,water,poison,63.8,82.9,74,391454,8,500,Acid,Acid Spray,Blizzard,6,10,3,50000
Hatterene,58.1,858,psychic,fairy,83.2,65.7,55,300824,6.5,500,Charm,Dazzling Gleam,Power Whip,7,7,5,50000
Mankey (Shadow),58.1,56,fighting,none,82.3,51.3,72,303937,16,500,Karate Chop,Brick Break,Cross Chop,5,4,3,50000
Samurott (Hisuian),58.1,503,water,dark,77.5,55.5,75,322843,7,500,Fury Cutter,Dark Pulse,Icy Wind,13,12,3,10000
Blaziken (Mega),57.9,257,fire,fighting,93.8,50.1,56,262993,4.5,497,Counter,Blast Burn,Blaze Kick,9,7,3,10000
Boltund,57.9,836,electric,none,79.1,56.2,71,315506,8.5,500,Bite,Crunch,Thunder,23,30,1,50000
Gothita (Shadow),57.9,574,psychic,none,61.7,76.8,85,402792,20.5,499,Confusion,Frustration,Psybeam,5,5,3,50000
Huntail,57.8,367,water,none,75.4,72.8,60,329425,8,498,Bite,Aqua Tail,Crunch,18,23,3,50000
Delcatty,57.6,301,normal,none,65.5,65.5,89,381939,13,500,Charm,Disarming Voice,Play Rough,6,8,3,50000
Druddigon,57.6,621,dragon,none,75.8,63.9,68,329306,7,499,Bite,Dragon Claw,Hyper Beam,25,40,5,75000
Gible,57.6,443,dragon,ground,71.5,53.1,92,349367,17.5,500,Mud Shot,Body Slam,Dig,5,7,5,75000
Togedemaru,57.6,777,electric,steel,76.7,62,68,323627,8.5,499,Spark,Fell Stinger,Gyro Ball,5,8,3,50000
Cloyster,57.5,91,water,ice,68.9,96.1,55,363812,7.5,500,Frost Breath,Aurora Beam,Avalanche,12,9,3,50000
Incineroar,57.5,727,fire,dark,73.1,60.7,77,341876,6.5,500,Double Kick,Blast Burn,Blaze Kick,5,4,3,10000
Malamar,57.5,687,dark,psychic,67.9,67.2,80,364947,8,499,Peck,Foul Play,Hyper Beam,5,10,3,50000
Steenee,57.3,762,grass,none,56.5,73.6,106,440872,26,499,Charm,Draining Kiss,Energy Ball,7,7,3,10000
Charizard,57.2,6,fire,flying,76.8,63.1,67,324572,6.5,499,Air Slash,Air Cutter,Blast Burn,4,6,3,10000
Dragonite,57.2,149,dragon,flying,78.7,61.8,65,316087,5,498,Dragon Breath,Draco Meteor,Dragon Claw,17,13,5,75000
Lycanroc (Midnight),57.2,745,rock,none,77.5,56.9,73,322139,7,500,Counter,Crunch,Psychic Fangs,8,6,5,50000
Volcanion,57.2,721,fire,water,77.5,67,58,301367,5,483,Incinerate,Earth Power,Hydro Pump,3,4,20,100000
Cryogonal,57,615,ice,none,67.7,78.9,69,368926,7,500,Frost Breath,Aurora Beam,Night Slash,12,7,5,75000
Heatran,57,485,fire,steel,76.9,65.6,64,322908,5,498,Bug Bite,Earth Power,Fire Blast,19,27,20,100000
Toxtricity,57,849,electric,poison,82.6,54.7,67,303041,7.5,500,Acid,Acid Spray,Discharge,6,5,5,75000
Varoom,57,965,steel,poison,70,67.2,76,357235,17,499,Lick,Acid Spray,Gunk Shot,15,25,3,50000
Gothorita (Shadow),56.9,575,psychic,none,65.3,75,78,381604,12,499,Confusion,Frustration,Future Sight,5,5,3,50000
Shuppet,56.9,353,ghost,none,81.6,46,81,303772,18.5,497,Astonish,Night Shade,Ominous Wind,5,5,3,50000
Dedenne,56.7,702,electric,fairy,72.7,64.1,74,344851,10.5,500,Tackle,Discharge,Parabolic Charge,14,15,3,50000
Gimmighoul,56.7,999,ghost,none,80.5,50.9,76,311012,17.5,500,Astonish,Shadow Ball,,6,0,5,10000
Grotle,56.7,388,grass,none,68,66.3,81,365480,10,500,Bite,Body Slam,Energy Ball,18,28,3,10000
Lileep (Shadow),56.7,345,rock,grass,56.4,84.3,93,442323,15,499,Acid,Ancient Power,Grass Knot,6,7,3,50000
Medicham (Mega),56.7,308,fighting,psychic,76.5,70,61,326351,7.5,500,Counter,Dynamic Punch,Ice Punch,8,7,3,50000
Togetic,56.7,176,fairy,flying,63.4,86.8,71,390723,11,498,Extrasensory,Aerial Ace,Ancient Power,5,5,3,50000
Decidueye,56.6,724,grass,ghost,74.7,63.9,70,334305,7,500,Astonish,Brave Bird,Energy Ball,6,6,3,10000
Graveler,56.6,75,rock,ground,70.1,75.6,67,355377,10,499,Mud Shot,Dig,Rock Blast,7,5,1,10000
Haunter,56.6,93,ghost,poison,93.8,49.8,57,265881,9.5,499,Astonish,Dark Pulse,Ice Punch,5,4,3,50000
Samurott,56.6,503,water,none,74.8,57.7,77,332328,6.5,499,Fury Cutter,Blizzard,Hydro Cannon,19,10,3,10000
